32,0,21
32,0,22
31,0,22
31,0,23
32,0,23
33,0,23
33,0,22
34,0,23
34,0,24
33,0,24
32,0,24
31,1,24
31,1,23
31,1,22
31,1,21
31,1,20
32,1,20
33,1,21
34,1,22
34,1,23
35,1,24
35,1,25
34,1,25
33,1,25
32,1,25
32,2,25
31,2,25
31,2,24
30,2,23
30,2,22
30,2,21
31,2,20
31,2,19
32,2,19
33,2,20
34,2,21
35,2,22
35,2,23
36,2,24
36,2,25
35,2,25
34,2,25
33,2,25
33,3,25
32,3,25
31,3,25
31,3,24
30,3,23
30,3,22
30,3,21
30,3,20
30,3,19
31,3,18
32,3,18
33,3,19
34,3,20
35,3,21
36,3,22
36,3,23
37,3,24
37,3,25
36,3,25
35,3,25
34,3,25
33,4,25
32,4,25
31,4,25
31,4,24
30,4,23
30,4,22
30,4,21
30,4,20
30,4,19
30,4,18
31,4,17
32,4,17
33,4,18
34,4,19
35,4,20
36,4,21
36,4,22
37,4,23
38,4,24
38,4,25
37,4,25
36,4,25
35,4,26
34,4,26
34,5,26
35,5,26
36,5,25
37,5,25
38,5,25
38,5,23
37,5,22
36,5,21
35,5,20
35,5,19
34,5,18
33,5,17
32,5,16
31,5,16
31,5,17
30,5,18
30,5,19
30,5,20
30,5,21
30,5,22
30,5,23
31,5,24
31,5,25
32,5,25
33,5,25
39,5,24
39,6,24
39,6,23
38,6,22
37,6,21
36,6,20
35,6,19
35,6,18
34,6,17
33,6,16
32,6,16
31,6,16
30,6,17
30,6,18
30,6,19
30,6,20
30,6,21
30,6,22
30,6,23
31,6,24
31,6,25
32,6,25
33,6,25
34,6,25
36,6,25
37,6,25
38,6,25
40,6,24
35,6,26
35,7,25
34,7,25
33,7,25
32,7,25
31,7,24
31,7,23
30,7,22
30,7,21
30,7,20
30,7,19
30,7,18
30,7,17
31,7,16
32,7,15
33,7,15
33,7,16
34,7,17
35,7,17
36,7,18
36,7,19
37,7,19
37,7,20
38,7,21
39,7,22
40,7,23
40,7,24
39,7,25
38,7,25
37,7,25
36,7,25
36,8,25
35,8,25
34,8,25
33,8,25
32,8,24
31,8,24
31,8,23
30,8,22
30,8,21
30,8,20
30,8,19
30,8,18
30,8,17
31,8,16
31,8,15
32,8,14
33,8,14
34,8,15
34,8,16
35,8,16
36,8,17
37,8,18
37,8,19
38,8,20
39,8,21
40,8,22
41,8,23
40,8,24
39,8,25
38,8,25
37,8,25
37,9,25
36,9,25
35,9,25
34,9,25
33,9,25
32,9,24
31,9,24
31,9,23
31,9,22
30,9,21
30,9,20
30,9,19
30,9,18
30,9,17
30,9,16
31,9,15
32,9,14
33,9,14
34,9,14
34,9,15
35,9,16
36,9,17
37,9,17
38,9,18
38,9,19
39,9,20
40,9,21
41,9,22
41,9,23
40,9,24
39,9,24
38,9,25
38,10,25
37,10,25
36,10,25
35,10,25
34,10,25
33,10,25
32,10,24
31,10,24
31,10,23
31,10,22
30,10,21
30,10,20
30,10,19
30,10,18
30,10,17
30,10,16
31,10,15
32,10,14
33,10,13
34,10,13
35,10,14
35,10,15
36,10,15
36,10,16
37,10,16
38,10,17
38,10,18
39,10,19
40,10,20
41,10,21
42,10,22
41,10,23
40,10,24
39,10,24
39,11,24
40,11,24
41,11,23
42,11,22
42,11,21
41,11,20
40,11,19
40,11,18
39,11,18
39,11,17
38,11,17
37,11,16
36,11,15
35,11,14
35,11,13
34,11,13
33,11,13
32,11,14
31,11,15
30,11,16
30,11,17
30,11,18
30,11,19
30,11,20
30,11,21
31,11,22
31,11,23
31,11,24
32,11,24
33,11,25
34,11,25
35,11,25
36,11,25
37,11,25
38,11,25
38,12,25
37,12,25
36,12,25
35,12,25
34,12,25
33,12,24
32,12,24
31,12,23
31,12,22
31,12,21
30,12,20
30,12,19
30,12,18
30,12,17
31,12,16
31,12,15
32,12,14
33,12,13
34,12,13
35,12,12
36,12,13
36,12,14
37,12,14
37,12,15
38,12,15
38,12,16
39,12,17
40,12,18
41,12,19
42,12,20
42,12,21
42,12,22
41,12,23
40,12,24
39,12,24
39,13,24
40,13,24
41,13,23
42,13,22
42,13,21
42,13,19
41,13,18
41,13,17
40,13,17
40,13,16
39,13,16
39,13,15
38,13,14
37,13,13
36,13,12
35,13,12
34,13,13
33,13,13
32,13,14
31,13,15
31,13,16
30,13,17
30,13,18
30,13,19
30,13,20
31,13,21
31,13,22
32,13,23
32,13,24
33,13,24
34,13,25
35,13,25
36,13,25
37,13,25
38,13,25
43,13,20
43,14,20
43,14,19
42,14,18
41,14,17
41,14,16
40,14,15
39,14,15
38,14,14
38,14,13
37,14,12
36,14,11
35,14,12
34,14,12
33,14,13
32,14,14
31,14,15
31,14,16
31,14,17
30,14,18
30,14,19
30,14,20
31,14,21
31,14,22
31,14,23
32,14,24
33,14,24
34,14,25
35,14,25
36,14,25
37,14,25
38,14,25
39,14,24
40,14,24
41,14,23
41,14,22
42,14,21
43,15,21
44,15,20
44,15,19
43,15,18
42,15,17
41,15,16
40,15,15
40,15,14
39,15,14
38,15,13
38,15,12
37,15,11
36,15,11
35,15,12
34,15,12
33,15,13
32,15,14
31,15,15
31,15,16
31,15,17
31,15,18
31,15,19
31,15,20
31,15,21
30,15,22
29,15,22
29,15,23
30,15,23
31,15,23
32,15,24
33,15,24
34,15,25
35,15,25
36,15,25
37,15,25
38,15,24
39,15,24
40,15,24
41,15,23
42,15,22
42,16,22
43,16,21
44,16,20
44,16,18
43,16,17
42,16,16
42,16,15
41,16,15
40,16,14
40,16,13
39,16,13
39,16,12
38,16,11
37,16,11
36,16,11
35,16,11
34,16,12
33,16,13
32,16,14
31,16,15
31,16,16
31,16,17
31,16,18
31,16,19
31,16,20
31,16,21
30,16,22
29,16,22
29,16,23
30,16,24
31,16,24
31,16,25
30,16,25
30,16,26
31,16,26
32,16,26
32,16,25
33,16,25
33,16,26
34,16,26
35,16,26
36,16,26
37,16,25
38,16,25
39,16,24
40,16,24
41,16,23
45,16,19
109,16,29
109,16,30
109,16,31
110,16,31
110,16,32
109,16,32
109,16,33
110,16,33
111,16,33
111,16,34
110,16,34
109,16,34
110,16,35
111,16,35
111,16,36
110,16,36
112,16,36
112,16,37
111,16,37
112,16,38
113,16,38
113,17,37
113,17,36
113,17,35
113,17,34
113,17,33
113,17,32
113,17,31
113,17,30
112,17,30
112,17,29
112,17,28
111,17,28
111,17,27
111,17,26
110,17,27
110,17,28
109,17,28
109,17,29
110,17,29
111,17,29
111,17,30
110,17,30
108,17,30
108,17,31
108,17,32
108,17,33
109,17,34
109,17,35
110,17,36
110,17,37
111,17,38
112,17,39
113,17,39
114,17,39
114,17,38
114,17,37
114,17,36
114,17,35
114,17,34
114,17,33
114,17,32
112,17,32
112,17,31
111,17,31
111,17,32
112,17,33
112,17,34
112,17,35
115,17,35
115,17,36
115,17,37
116,17,37
116,17,38
115,17,38
115,17,39
116,17,39
116,17,40
115,17,40
114,17,40
113,17,40
114,17,41
115,17,41
116,17,41
117,17,41
117,17,40
117,17,42
116,17,42
115,17,42
114,17,42
115,17,43
116,17,43
117,17,43
118,17,43
118,17,42
118,17,44
117,17,44
116,17,44
115,17,44
116,17,45
117,17,45
118,17,45
119,17,45
119,17,46
118,17,46
117,17,46
118,17,47
119,17,47
120,17,47
120,17,48
119,17,48
45,17,19
45,17,18
44,17,17
43,17,16
42,17,15
41,17,14
41,17,13
40,17,12
39,17,11
38,17,10
37,17,10
36,17,11
35,17,11
34,17,12
33,17,13
32,17,14
32,17,15
31,17,16
31,17,17
30,17,18
30,17,19
30,17,20
30,17,21
31,17,22
30,17,23
30,17,24
29,17,25
30,17,26
31,17,26
32,17,26
33,17,26
34,17,26
35,17,26
36,17,26
37,17,25
38,17,25
39,17,25
40,17,24
41,17,23
42,17,22
43,17,21
44,17,20
44,18,20
45,18,19
45,18,18
45,18,17
44,18,16
43,18,15
42,18,14
41,18,13
41,18,12
40,18,11
39,18,10
38,18,10
37,18,10
36,18,11
35,18,11
34,18,12
33,18,13
32,18,14
31,18,15
31,18,16
30,18,17
30,18,18
30,18,19
30,18,20
30,18,21
30,18,22
30,18,23
30,18,24
29,18,25
30,18,26
31,18,26
32,18,26
33,18,26
34,18,27
35,18,27
36,18,27
37,18,26
38,18,25
39,18,25
40,18,24
41,18,23
42,18,22
43,18,21
109,18,27
110,18,27
111,18,26
112,18,26
113,18,26
114,18,26
114,18,27
113,18,27
112,18,27
113,18,28
114,18,28
115,18,28
115,18,27
115,18,29
114,18,29
113,18,29
114,18,30
115,18,30
116,18,30
116,18,29
116,18,31
115,18,31
114,18,31
115,18,32
116,18,32
117,18,32
117,18,33
116,18,33
115,18,33
115,18,34
116,18,34
117,18,34
118,18,34
118,18,35
117,18,35
116,18,35
116,18,36
117,18,36
118,18,36
119,18,36
119,18,37
118,18,37
117,18,37
117,18,38
118,18,38
119,18,38
119,18,39
118,18,39
117,18,39
118,18,40
119,18,40
120,18,40
120,18,39
120,18,41
119,18,41
118,18,41
119,18,42
120,18,42
121,18,42
121,18,41
121,18,43
120,18,43
119,18,43
119,18,44
120,18,44
121,18,44
122,18,44
122,18,45
121,18,45
120,18,45
120,18,46
121,18,46
122,18,46
123,18,46
123,18,47
122,18,47
121,18,47
121,18,48
122,18,48
123,18,48
123,18,49
122,18,49
121,18,49
120,18,49
119,18,48
118,18,47
117,18,46
116,18,46
116,18,45
115,18,44
114,18,43
114,18,42
113,18,41
113,18,40
112,18,39
111,18,38
110,18,37
109,18,36
109,18,35
108,18,34
108,18,33
108,18,32
108,18,31
108,18,30
108,18,29
109,18,28
124,18,49
124,18,50
123,18,50
123,19,50
122,19,50
121,19,49
120,19,49
119,19,48
118,19,47
117,19,46
116,19,45
115,19,44
114,19,43
113,19,42
113,19,41
112,19,40
111,19,39
110,19,38
109,19,37
109,19,36
108,19,35
108,19,34
108,19,33
108,19,32
108,19,31
108,19,30
108,19,29
109,19,28
109,19,27
110,19,27
111,19,26
112,19,26
113,19,26
114,19,26
115,19,26
116,19,26
116,19,27
117,19,27
117,19,28
116,19,28
118,19,28
118,19,29
117,19,29
117,19,30
118,19,30
119,19,30
119,19,29
119,19,31
118,19,31
117,19,31
118,19,32
119,19,32
120,19,32
120,19,31
120,19,33
119,19,33
118,19,33
119,19,34
120,19,34
121,19,34
121,19,33
121,19,35
120,19,35
119,19,35
120,19,36
121,19,36
122,19,36
122,19,37
121,19,37
120,19,37
120,19,38
121,19,38
122,19,38
122,19,39
121,19,39
121,19,40
122,19,40
123,19,40
123,19,39
123,19,41
122,19,41
122,19,42
123,19,42
124,19,42
124,19,41
124,19,43
123,19,43
122,19,43
123,19,44
124,19,44
125,19,44
125,19,43
125,19,45
124,19,45
123,19,45
124,19,46
125,19,46
126,19,46
126,19,45
126,19,47
125,19,47
124,19,47
124,19,48
125,19,48
126,19,48
127,19,48
127,19,49
126,19,49
125,19,49
125,19,50
124,19,50
126,19,50
38,19,27
38,19,26
39,19,25
40,19,24
41,19,23
42,19,22
43,19,21
44,19,20
45,19,19
45,19,18
45,19,16
44,19,15
43,19,14
42,19,13
42,19,12
41,19,11
40,19,10
39,19,10
38,19,10
37,19,10
36,19,11
35,19,11
34,19,12
33,19,13
32,19,14
31,19,15
31,19,16
30,19,17
30,19,18
30,19,19
29,19,20
29,19,21
29,19,22
29,19,23
29,19,24
29,19,25
29,19,26
30,19,27
31,19,27
32,19,27
33,19,27
34,19,27
35,19,27
36,19,27
37,19,27
46,19,17
46,20,17
46,20,16
45,20,15
44,20,14
43,20,13
43,20,12
42,20,11
41,20,10
40,20,10
39,20,9
38,20,10
37,20,10
36,20,11
35,20,11
34,20,12
33,20,13
32,20,14
31,20,15
31,20,16
30,20,17
30,20,18
29,20,19
29,20,20
29,20,21
29,20,22
29,20,23
28,20,24
29,20,25
29,20,26
29,20,27
29,20,28
30,20,28
31,20,28
32,20,28
33,20,28
34,20,28
35,20,28
36,20,27
37,20,27
38,20,27
39,20,26
39,20,25
40,20,24
41,20,23
42,20,22
43,20,21
44,20,20
44,20,19
45,20,18
109,20,27
110,20,27
111,20,26
112,20,26
113,20,26
114,20,26
115,20,26
116,20,26
117,20,27
118,20,28
119,20,29
120,20,30
121,20,31
121,20,32
122,20,33
122,20,34
123,20,34
123,20,35
122,20,35
124,20,35
124,20,36
123,20,36
123,20,37
124,20,37
125,20,37
125,20,38
124,20,38
123,20,38
124,20,39
125,20,39
126,20,39
126,20,40
125,20,40
124,20,40
125,20,41
126,20,41
127,20,41
127,20,42
126,20,42
125,20,42
126,20,43
127,20,43
127,20,44
126,20,44
127,20,45
127,20,46
127,20,47
127,20,48
127,20,49
126,20,50
125,20,50
124,20,50
123,20,50
122,20,50
121,20,49
120,20,49
119,20,48
118,20,47
117,20,46
116,20,45
115,20,44
114,20,43
113,20,42
112,20,41
111,20,40
110,20,39
110,20,38
109,20,37
108,20,36
108,20,35
108,20,34
107,20,33
107,20,32
107,20,31
108,20,30
108,20,29
108,20,28
108,21,28
108,21,29
107,21,30
107,21,31
107,21,32
107,21,33
107,21,34
107,21,35
108,21,36
108,21,37
109,21,38
110,21,39
111,21,40
112,21,41
113,21,42
114,21,43
115,21,44
116,21,45
117,21,46
118,21,47
119,21,48
120,21,48
121,21,49
122,21,49
123,21,50
124,21,50
125,21,50
126,21,50
127,21,49
127,21,48
127,21,47
127,21,46
127,21,45
127,21,44
127,21,43
127,21,42
127,21,41
126,21,40
126,21,39
125,21,38
125,21,37
124,21,36
124,21,35
123,21,34
122,21,33
121,21,32
120,21,31
120,21,30
119,21,29
118,21,28
117,21,27
116,21,27
115,21,26
114,21,26
113,21,26
112,21,26
111,21,26
110,21,27
109,21,27
39,21,26
39,21,25
40,21,24
41,21,23
42,21,22
43,21,21
43,21,20
44,21,19
44,21,18
45,21,17
46,21,16
46,21,15
45,21,14
45,21,13
44,21,13
44,21,12
43,21,11
42,21,10
41,21,10
40,21,10
39,21,10
38,21,10
37,21,10
36,21,11
35,21,12
34,21,12
33,21,13
32,21,14
